split,label,path,ela_mean_residual,ela_std_residual,ela_hotspot_ratio,ela_p95_residual,ela_p99_residual,ela_hotspot_residual_share,metadata_missing_exif,metadata_missing_camera_data,metadata_software_marker,stats_channel_mean_gap,stats_channel_std_gap,stats_noise_inconsistency
train,0,train/FAKE/2025 (8).jpg,1.6753471692403157,1.1408106883366902,0.042317708333333336,3.8722222646077475,5.171111106872559,0.1271595557530721,1.0,1.0,0.0,0.07450538873672485,0.025615394115447998,0.653741180896759
train,0,train/FAKE/2063 (4).jpg,1.4233940839767456,1.0395623048146565,0.042317708333333336,3.4444443782170615,4.888888835906982,0.13161521156628928,1.0,1.0,0.0,0.1374513804912567,0.011860311031341553,0.7365486025810242
train,0,train/FAKE/3508 (4).jpg,1.2177734375,0.967522382736206,0.041666666666666664,2.9999999602635703,4.444444417953491,0.14204825460910797,1.0,1.0,0.0,0.11198744177818298,0.0039249807596206665,0.7587953805923462
train,0,train/FAKE/3832 (10).jpg,1.5809462269147236,1.0522306561470032,0.044270833333333336,3.555555502573649,4.666666666666667,0.125761849184831,1.0,1.0,0.0,0.04648399353027344,0.04982760548591614,0.6570757627487183
train,0,train/FAKE/3870 (5).jpg,1.1199001669883728,0.8128771980603536,0.040690104166666664,2.666666626930237,3.6666666666666665,0.12171860287586848,1.0,1.0,0.0,0.18032723665237427,0.020699933171272278,0.8651788830757141
train,0,train/FAKE/4197 (6).jpg,1.464192787806193,1.1760743856430054,0.0458984375,3.76111110051473,5.333333253860474,0.15379112462202707,1.0,1.0,0.0,0.12894824147224426,0.029001161456108093,0.8456513285636902
train,0,train/FAKE/4461 (3).jpg,0.636827270189921,0.8630476991335551,0.032552083333333336,2.0,3.837777773539225,0.2039375901222229,1.0,1.0,0.0,0.0039062201976776123,0.001700088381767273,1.069092035293579
train,0,train/FAKE/4613 (6).jpg,1.4427083333333333,1.2560826341311138,0.044921875,3.8888888359069824,5.666666666666667,0.16354689002037048,1.0,1.0,0.0,0.06030866503715515,0.03959774971008301,0.8579138517379761
train,0,train/FAKE/5135 (2).jpg,1.1985677282015483,1.118732174237569,0.050455729166666664,3.3333333333333335,4.333333333333333,0.1817718247572581,1.0,1.0,0.0,0.005821287631988525,0.001972764730453491,0.4822118878364563
train,0,train/FAKE/5940 (2).jpg,1.1595052083333333,1.1553208629290264,0.0517578125,3.3333333333333335,5.333333333333333,0.20938276747862497,1.0,1.0,0.0,0.0039215087890625,0.001093059778213501,0.5885847210884094
train,1,train/REAL/0111.jpg,1.1192491451899211,1.0119077761967976,0.047526041666666664,3.1111110846201577,4.555555582046509,0.1771561106046041,1.0,1.0,0.0,0.0605047345161438,0.032370343804359436,0.7596874237060547
train,1,train/REAL/2942.jpg,0.8661024471124014,0.7485622465610504,0.032552083333333336,2.2222222487131753,3.3077778418858848,0.11436253910263379,1.0,1.0,0.0,0.017803817987442017,0.02661113440990448,0.8035393357276917
train,1,train/REAL/3343 (8).jpg,1.0706380208333333,0.7785176237424215,0.036458333333333336,2.444444457689921,3.555555502573649,0.11207923044761021,1.0,1.0,0.0,0.15418767929077148,0.02819710224866867,0.7634065747261047
train,1,train/REAL/3649 (9).jpg,1.2923177480697632,0.9384806553522745,0.041015625,3.1111110846201577,4.529999891916911,0.13123333702484766,1.0,1.0,0.0,0.03261834383010864,0.0343535840511322,0.72000652551651
train,1,train/REAL/4117.jpg,1.3918185631434123,1.2235466639200847,0.0634765625,4.111111084620158,5.61555544535319,0.2277210851510366,1.0,1.0,0.0,0.23732614517211914,0.16936936974525452,1.1707631349563599
train,1,train/REAL/4423 (5).jpg,1.3274739185969036,0.8551531632741293,0.033528645833333336,2.888888875643412,3.837777773539225,0.09453898171583812,1.0,1.0,0.0,0.1015889048576355,0.053795456886291504,0.707748293876648
